,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB,Date
1257,10,Kentucky,SEC,1,1–0 1–0,96.1 48,78.3 5,.9135 10,39.7 68,40.2 13,23.9 66,16.8 47,36.6 14,33.3 58,44.8 10,19.7 29,42.5 56,56.8 60,22.2 66,4.5 1,31.0 59,33.3 23,72.0 7,+0.7 2,2022-01-19
1258,11,Wake Forest,ACC,1,1–0 1–0,109.0 24,89.0 19,.9108 11,63.8 7,42.3 19,23.9 66,19.9 26,16.7 68,28.6 43,12.1 69,23.1 36,78.1 1,44.4 28,30.8 41,25.0 20,44.8 22,30.8 18,74.2 2,+0.34 9,2022-01-19
1259,12,Alabama,SEC,1,1–0 1–0,106.9 28,87.6 18,.9078 12,40.2 64,51.8 43,22.9 65,27.0 4,41.3 5,26.5 33,52.5 4,26.8 46,51.9 31,41.2 19,20.6 71,45.5 69,55.7 6,39.3 40,72.5 5,+0.45 5,2022-01-19
1260,13,Rutgers,B10,1,1–0 1–0,72.3 78,59.3 1,.9077 13,32.8 76,32.8 2,22.2 61,14.8 61,27.5 40,19.1 16,22.4 45,18.0 25,35.6 73,32.4 1,15.4 77,22.2 9,22.4 74,44.3 56,65.1 58,+0.6 3,2022-01-19
1261,14,TCU,B12,1,0–1 0–1,102.9 37,84.8 13,.9022 14,40.9 62,40.7 16,33.8 78,16.9 43,47.2 2,34.1 60,30.9 26,42.6 64,34.3 76,37.1 9,35.0 32,31.6 39,36.4 48,35.2 28,64.2 61,-0.31 42,2022-01-19
1262,15,Louisville,ACC,1,1–0 1–0,95.3 51,79.6 6,.8875 15,51.9 33,32.3 1,15.7 25,14.3 64,12.5 72,28.3 42,42.3 16,33.8 56,52.9 30,33.3 2,33.3 34,20.0 7,34.6 53,30.8 18,72.3 6,+0.17 17,2022-01-19
1263,16,Texas A&M,SEC,1,0–1 0–1,89.6 64,75.1 3,.8842 16,40.2 64,39.7 11,16.8 32,23.9 12,33.3 20,36.6 65,19.7 49,44.8 69,56.8 19,42.5 23,4.5 78,22.2 9,33.3 56,31.0 20,70.6 12,-0.40 46,2022-01-19
1264,19,DePaul,BE,1,0–1 0–1,106.4 29,93.4 27,.8174 19,47.7 46,55.8 58,19.5 49,21.0 22,36.4 15,25.0 30,12.1 69,30.8 51,40.5 62,51.5 46,37.9 24,42.1 65,43.9 24,36.5 32,65.3 56,-0.7 56,2022-01-19
1265,20,LSU,SEC,1,0–1 0–1,94.8 54,83.2 8,.8173 20,51.8 35,40.2 13,27.0 75,22.9 14,26.5 45,41.3 74,26.8 33,52.5 75,41.2 59,51.9 48,45.5 10,20.6 8,39.3 37,55.7 73,69.3 19,-0.30 41,2022-01-19
1266,21,Florida,SEC,1,1–0 1–0,125.1 2,109.9 60,.8159 21,62.2 9,58.0 64,18.4 44,24.5 9,23.1 53,39.3 72,66.7 1,44.0 67,61.9 12,62.2 68,41.7 15,30.8 37,53.3 10,26.0 10,67.0 35,+0.31 11,2022-01-19
1267,22,Oklahoma St.,B12,1,1–0 1–0,94.8 53,83.4 9,.8132 22,40.7 63,40.9 17,16.9 33,33.8 1,34.1 18,47.2 77,42.6 14,30.9 53,37.1 70,34.3 3,31.6 40,35.0 47,35.2 51,36.4 31,66.2 48,+0.43 7,2022-01-19
1268,23,Iowa,B10,1,0–1 0–1,74.5 77,65.9 2,.8038 23,32.8 76,32.8 2,14.8 18,22.2 17,19.1 63,27.5 39,18.0 53,22.4 34,32.4 78,35.6 6,22.2 66,15.4 2,44.3 23,22.4 5,69.9 15,-0.45 49,2022-01-19
1269,26,Mississippi St.,SEC,1,0–1 0–1,121.9 4,108.9 55,.7859 26,58.0 15,62.2 70,24.5 69,18.4 34,39.3 7,23.1 25,44.0 12,66.7 78,62.2 10,61.9 67,30.8 41,41.7 63,26.0 68,53.3 69,67.0 35,-0.39 45,2022-01-19
1270,30,Virginia,ACC,1,1–0 1–0,116.2 10,107.7 50,.7053 30,53.7 28,51.2 42,15.5 23,25.8 7,35.5 16,39.1 71,22.2 46,52.4 74,62.2 10,55.6 53,23.5 62,16.7 3,31.5 57,14.3 1,60.9 73,+0.23 14,2022-01-19
1271,32,Xavier,BE,1,1–0 1–0,103.8 33,97.2 34,.6800 32,55.8 21,47.7 33,21.0 57,19.5 29,25.0 48,36.4 64,30.8 27,12.1 9,51.5 33,40.5 16,42.1 14,37.9 55,36.5 46,43.9 55,65.1 58,+0.44 6,2022-01-19
1272,35,Villanova,BE,1,0–1 0–1,94.5 55,89.1 20,.6616 35,43.1 55,53.9 52,16.5 30,18.1 36,27.8 38,6.9 1,8.6 73,3.9 1,47.1 45,36.4 7,25.0 55,44.8 68,41.4 33,56.9 75,57.2 78,-0.7 61,2022-01-19
1273,38,Pittsburgh,ACC,1,0–1 0–1,111.9 19,109.3 58,.5673 38,51.2 37,53.7 51,25.8 72,15.5 55,39.1 8,35.5 63,52.4 5,22.2 33,55.6 24,62.2 68,16.7 76,23.5 16,14.3 78,31.5 22,65.7 53,-0.7 59,2022-01-19
1274,41,N.C. State,ACC,1,0–1 0–1,100.0 43,99.1 36,.5238 41,48.2 44,55.7 56,15.2 20,28.8 3,30.6 28,44.4 76,16.1 61,7.5 5,51.7 32,65.5 72,29.6 45,29.2 32,48.2 15,45.3 60,62.7 67,-0.49 51,2022-01-19
1275,49,Georgia Tech,ACC,1,0–1 0–1,94.3 57,96.2 30,.4414 49,42.3 60,63.8 72,19.9 52,23.9 12,28.6 35,16.7 11,23.1 43,12.1 9,44.4 51,78.1 78,25.0 55,30.8 37,30.8 60,44.8 57,71.8 8,-0.6 52,2022-01-19
1276,56,Boston College,ACC,1,0–1 0–1,84.1 69,91.3 24,.2801 56,32.3 78,51.9 45,14.3 15,15.7 54,28.3 37,12.5 6,33.8 23,42.3 63,33.3 77,52.9 49,20.0 72,33.3 41,30.8 60,34.6 26,69.8 17,-0.6 53,2022-01-19
1277,58,Georgia,SEC,1,0–1 0–1,100.4 42,110.2 61,.2562 58,47.0 47,52.8 49,26.3 74,11.7 74,24.2 50,41.0 73,36.0 19,12.5 11,43.2 55,63.9 70,38.5 22,27.8 28,26.0 68,50.0 66,65.6 54,-0.18 40,2022-01-19
1278,62,St. John's,BE,1,0–1 0–1,99.5 44,113.0 66,.1877 62,42.1 61,61.3 66,13.6 13,25.9 6,25.5 47,44.1 75,17.1 55,24.2 39,44.0 52,48.6 41,25.0 55,51.9 76,28.6 66,43.5 54,73.6 3,-0.38 44,2022-01-19
1279,2,Arizona,P12,1,1–0 1–0,118.8 13,78.0 4,.9922 2,60.7 16,35.0 3,19.0 81,23.1 19,22.2 102,38.9 118,37.5 42,21.4 32,71.4 3,29.8 2,28.6 90,30.4 55,37.5 57,32.9 49,74.8 8,+0.39 7,2022-01-20
1280,7,Indiana,B10,1,1–0 1–0,105.9 64,84.0 8,.9345 7,48.2 81,53.7 89,4.5 1,18.1 64,11.4 127,23.5 41,42.9 29,31.5 73,50.0 64,54.8 97,30.0 83,34.8 70,35.7 70,42.6 107,67.4 67,+0.6 3,2022-01-20
1281,9,Connecticut,BE,1,1–0 1–0,111.6 36,89.1 18,.9306 9,50.8 62,42.0 19,19.4 86,17.9 67,39.3 17,22.2 31,19.4 109,44.0 110,50.0 64,48.4 59,35.0 63,21.1 9,32.3 95,38.0 84,70.6 30,+0.39 8,2022-01-20
1282,23,Purdue,B10,1,0–1 0–1,111.5 38,95.9 35,.8501 23,53.7 48,48.2 56,18.1 71,4.5 136,23.5 96,11.4 9,31.5 64,42.9 108,54.8 38,50.0 67,34.8 67,30.0 52,42.6 27,35.7 66,66.1 88,-0.29 71,2022-01-20
1283,24,USC,P12,1,1–0 1–0,93.6 104,80.7 6,.8475 24,39.5 125,38.2 8,23.0 116,23.0 20,42.9 8,21.6 28,27.4 82,49.0 123,40.0 115,25.0 1,25.0 111,46.7 119,19.4 132,29.4 26,69.3 45,+0.5 4,2022-01-20
1284,26,Utah,P12,1,0–1 0–1,112.4 30,97.4 42,.8385 26,48.0 85,43.6 25,19.2 83,12.2 119,28.1 71,33.3 96,28.6 76,61.7 134,30.4 134,43.3 37,42.3 28,29.4 50,53.1 6,36.2 71,58.8 133,-0.39 76,2022-01-20
1285,29,UCLA,P12,1,1–0 1–0,110.4 45,97.3 40,.8108 29,43.6 112,48.0 52,12.2 17,19.2 53,33.3 37,28.1 64,61.7 3,28.6 61,43.3 98,30.4 3,29.4 86,42.3 109,36.2 66,53.1 131,57.9 135,+0.38 9,2022-01-20
1286,35,Providence,BE,1,1–0 1–0,121.0 9,108.7 81,.7745 35,61.8 10,50.0 67,17.8 66,14.9 96,24.0 95,32.5 93,43.1 28,16.9 19,56.3 31,31.0 4,47.4 13,56.5 133,37.3 61,35.4 63,64.6 106,+0.10 39,2022-01-20
1287,43,Washington,P12,1,1–0 1–0,112.5 28,105.0 69,.6884 43,60.0 19,48.3 57,13.3 29,17.8 69,29.6 57,35.3 109,40.0 34,33.9 84,68.6 6,60.0 117,30.0 83,15.8 5,36.4 65,32.2 39,68.0 61,+0.19 22,2022-01-20
1288,45,Colorado,P12,1,0–1 0–1,88.4 119,83.1 7,.6699 45,38.2 129,39.5 12,23.0 116,23.0 20,21.6 109,42.9 128,49.0 14,27.4 55,25.0 136,40.0 20,46.7 17,25.0 22,29.4 111,19.4 5,70.5 31,-0.7 91,2022-01-20
1289,49,Florida St.,ACC,1,1–0 0–0,115.2 19,110.3 89,.6219 49,58.5 25,61.7 125,18.1 71,26.5 5,41.9 10,10.7 5,44.1 26,40.4 104,62.5 12,34.8 6,27.3 100,58.3 135,18.6 134,51.1 127,70.7 29,+0.04 54,2022-01-20
1290,50,Georgetown,BE,1,0–1 0–1,118.6 14,113.6 104,.6209 50,50.0 66,61.8 126,14.9 40,17.8 69,32.5 44,24.0 42,16.9 118,43.1 109,31.0 133,56.3 105,56.5 4,47.4 121,35.4 73,37.3 76,69.2 47,-0.31 72,2022-01-20
1291,64,Butler,BE,1,0–1 0–1,95.0 99,96.2 36,.4625 64,42.0 118,50.8 72,17.9 69,19.4 51,22.2 102,39.3 119,44.0 27,19.4 28,48.4 76,50.0 67,21.1 128,35.0 71,38.0 50,32.3 42,69.3 45,-0.6 81,2022-01-20
1292,79,Oregon St.,P12,1,0–1 0–1,112.4 31,117.9 118,.3645 79,48.3 79,60.0 117,17.8 66,13.3 108,35.3 28,29.6 80,33.9 52,40.0 102,60.0 18,68.6 131,15.8 132,30.0 52,32.2 96,36.4 72,65.1 96,-0.8 103,2022-01-20
1293,110,Stanford,P12,1,0–1 0–1,86.1 124,99.4 49,.1613 110,35.0 134,60.7 120,23.1 118,19.0 56,38.9 19,22.2 31,21.4 104,37.5 95,29.8 135,71.4 134,30.4 80,28.6 43,32.9 88,37.5 77,68.3 55,-0.38 74,2022-01-20
1294,1,Michigan St.,B10,1,1–0 1–0,137.5 2,97.9 9,.9802 1,58.2 7,52.5 20,18.6 19,14.3 29,45.8 4,20.0 5,50.9 3,18.0 13,53.5 15,43.8 7,50.0 3,41.4 28,21.8 31,47.5 27,70.5 5,+0.7 1,2022-01-21
1295,4,Maryland,B10,1,1–0 1–0,126.7 4,97.4 7,.9537 4,56.6 10,48.3 9,15.2 8,18.2 17,29.6 20,30.6 18,47.2 4,16.9 11,57.1 11,50.0 11,36.4 16,31.4 10,20.8 33,59.3 34,65.9 18,+0.49 2,2022-01-21
1296,13,Illinois,B10,1,0–1 0–1,109.7 12,108.4 17,.5353 13,48.3 25,56.6 25,18.2 17,15.2 26,30.6 17,29.6 15,16.9 24,47.2 30,50.0 22,57.1 24,31.4 25,36.4 19,59.3 1,20.8 2,66.2 16,-0.49 18,2022-01-21
1297,19,Wisconsin,B10,1,0–1 0–1,110.2 11,115.1 25,.3774 19,52.5 15,58.2 28,14.3 6,18.6 16,20.0 30,45.8 31,18.0 22,50.9 32,43.8 28,53.5 20,41.4 7,50.0 30,47.5 8,21.8 4,69.3 8,-0.6 19,2022-01-21
1298,2,Florida,SEC,1,1–0 1–0,110.1 81,72.1 9,.9924 2,45.8 188,33.3 7,13.8 51,20.7 100,40.0 24,27.8 139,21.7 205,51.1 245,58.3 55,40.9 51,25.0 214,17.4 19,60.0 5,51.1 250,57.8 265,+0.31 29,2022-01-22
1299,3,TCU,B12,1,1–0 1–0,105.0 115,69.0 5,.9921 3,52.9 104,33.6 10,23.2 207,17.0 162,18.5 229,15.0 24,15.7 249,18.2 44,58.3 55,48.3 114,26.7 202,11.5 10,29.4 226,47.3 230,65.6 181,+0.7 5,2022-01-22
1300,5,Duke,ACC,1,1–0 1–0,114.5 56,77.1 18,.9895 5,58.7 50,39.0 29,21.9 189,14.6 212,39.4 30,31.9 179,11.1 262,17.6 42,61.5 32,48.7 119,37.8 107,17.2 18,58.7 7,42.6 189,67.9 127,+0.35 24,2022-01-22
1301,6,Baylor,B12,1,1–0 1–0,106.0 108,71.7 8,.9890 6,48.1 165,51.1 150,25.6 234,37.7 2,33.3 74,33.3 187,36.5 90,22.7 77,50.0 128,57.7 214,30.0 176,27.8 80,38.5 126,40.9 171,68.4 118,+0.7 2,2022-01-22
1302,7,Tennessee,SEC,1,1–0 1–0,112.7 68,76.3 15,.9890 7,52.9 104,42.6 52,21.9 189,21.9 84,27.3 140,24.2 89,35.3 103,13.0 17,52.2 110,48.6 115,35.7 124,21.1 30,54.9 17,35.2 101,62.5 240,+0.45 15,2022-01-22
1303,10,Wake Forest,ACC,1,1–0 1–0,129.8 11,89.3 49,.9867 10,62.7 22,37.0 18,10.1 13,13.8 222,10.0 267,39.7 246,54.2 25,28.4 121,66.7 12,39.6 42,38.5 97,21.4 35,44.1 65,34.6 91,76.2 10,+0.5 9,2022-01-22
1304,13,Florida St.,ACC,1,1–0 1–0,109.6 84,76.4 16,.9845 13,51.0 126,43.5 63,26.6 241,15.7 194,36.7 47,22.2 73,23.1 194,31.5 142,55.0 83,44.8 88,25.0 214,28.0 83,23.1 259,46.3 223,63.4 221,+0.7 3,2022-01-22
1305,17,Clemson,ACC,1,1–0 1–0,113.9 60,86.0 39,.9620 17,60.9 35,40.6 40,14.3 58,31.9 5,18.5 229,32.4 184,56.5 21,27.1 112,47.6 166,36.0 20,48.0 21,30.4 100,54.3 19,47.9 233,65.9 173,+0.08 86,2022-01-22
1306,18,N.C. State,ACC,1,1–0 1–0,145.7 1,110.8 197,.9588 18,72.0 5,50.9 144,16.2 91,18.0 139,30.0 111,42.4 259,12.0 261,16.4 28,64.3 17,34.2 14,54.5 7,58.8 270,44.0 68,30.9 55,62.9 235,+0.31 28,2022-01-22
1307,20,Kansas St.,B12,1,0–1 0–1,128.9 14,98.5 100,.9566 20,54.2 87,48.3 112,9.0 7,16.6 173,20.6 216,52.9 273,30.5 141,50.8 241,51.5 116,55.3 194,38.5 97,23.8 49,44.1 65,35.6 107,64.5 203,-0.28 146,2022-01-22
1308,22,Iowa,B10,1,1–0 1–0,110.3 78,85.1 33,.9517 22,50.0 137,40.2 37,16.0 88,27.3 26,32.4 90,29.7 158,33.3 121,25.5 103,54.5 84,38.5 33,31.3 165,28.0 83,59.3 6,49.0 239,67.7 133,+0.21 41,2022-01-22
1309,23,UCLA,P12,1,1–0 1–0,119.0 38,91.9 61,.9516 23,48.3 160,56.8 209,16.7 103,31.9 5,30.6 108,34.8 205,31.0 135,38.6 194,43.2 197,55.2 193,42.9 52,40.0 189,24.1 256,34.1 85,65.7 178,+0.5 12,2022-01-22
1310,24,Auburn,SEC,1,1–0 1–0,130.5 8,101.9 126,.9453 24,63.6 20,54.3 189,19.1 149,14.3 216,27.3 140,32.3 180,65.9 8,17.2 39,67.9 10,52.2 164,37.5 108,41.7 207,36.4 153,20.7 11,62.2 241,+0.6 7,2022-01-22
1311,25,USC,P12,1,1–0 1–0,117.5 44,92.7 63,.9388 25,58.8 49,43.4 62,19.0 146,14.6 212,35.3 62,23.1 79,35.1 107,24.6 92,54.1 88,34.2 14,45.0 42,39.1 183,35.1 175,37.7 136,69.1 105,+0.38 19,2022-01-22
1312,28,Seton Hall,BE,1,1–0 1–0,92.5 209,73.8 10,.9302 28,36.8 258,32.7 5,22.5 198,11.9 246,42.6 15,28.6 148,30.9 137,22.7 77,34.5 259,30.4 4,30.8 169,26.3 66,19.1 266,25.3 27,68.9 110,+0.6 6,2022-01-22
1313,29,Texas,B12,1,1–0 1–0,97.1 175,77.7 19,.9277 29,42.9 218,39.3 30,30.2 264,22.7 72,32.3 92,28.2 146,32.7 125,21.4 67,42.9 201,40.4 47,28.6 185,22.2 41,42.9 78,16.1 4,65.4 186,+0.41 17,2022-01-22
1314,30,Arkansas,SEC,1,1–0 1–0,107.0 99,85.9 37,.9253 30,43.0 216,43.5 63,20.3 169,24.1 59,31.7 97,30.0 159,39.1 79,32.3 146,38.6 241,41.7 55,35.0 130,30.8 102,31.3 212,41.9 182,70.6 67,+0.41 16,2022-01-22
1315,31,Mississippi St.,SEC,1,1–0 1–0,119.3 36,96.6 90,.9195 31,60.4 40,57.4 217,17.2 115,25.0 47,30.8 104,12.5 12,32.1 130,17.0 38,65.7 14,55.6 195,33.3 137,40.0 189,34.0 191,42.6 189,65.6 181,+0.20 45,2022-01-22
1316,33,Texas Tech,B12,1,1–0 1–0,113.7 61,92.4 62,.9160 33,44.9 196,45.2 80,12.9 40,24.4 54,44.7 10,26.7 125,61.0 13,42.3 210,48.7 155,43.2 75,25.0 214,33.3 119,33.9 193,28.8 46,68.9 110,+0.32 27,2022-01-22
1317,34,Kentucky,SEC,1,0–1 0–1,135.1 4,111.5 200,.9010 34,54.3 85,63.6 255,14.3 58,19.1 125,32.3 92,27.3 134,17.2 235,65.9 267,52.2 110,67.9 265,41.7 67,37.5 163,20.7 264,36.4 119,60.2 255,-0.18 143,2022-01-22
1318,35,Boston College,ACC,1,1–0 1–0,125.2 19,103.4 142,.9001 35,51.9 118,50.0 131,17.8 131,12.5 240,51.6 3,26.7 125,36.5 90,20.8 63,52.5 103,44.4 86,33.3 137,41.2 205,23.1 259,32.1 66,59.5 258,+0.5 11,2022-01-22
1319,37,West Virginia,B12,1,0–1 0–1,117.4 45,98.9 103,.8781 37,45.2 194,44.9 79,24.4 219,12.9 234,26.7 148,44.7 265,42.3 63,61.0 262,43.2 197,48.7 119,33.3 137,25.0 52,28.8 228,33.9 80,70.6 67,-0.12 139,2022-01-22
1320,39,Missouri,SEC,1,0–1 0–1,129.6 12,110.5 192,.8616 39,56.2 75,50.8 140,16.9 105,16.9 168,40.0 24,59.0 274,7.7 270,45.3 224,48.8 150,51.4 154,45.8 36,33.3 119,36.9 147,42.2 184,60.8 253,-0.30 147,2022-01-22
1321,41,Notre Dame,ACC,1,1–0 1–0,135.2 3,116.2 224,.8516 41,78.6 2,55.9 198,17.9 133,11.4 252,5.0 272,25.0 96,14.3 255,10.2 11,61.5 32,47.4 103,65.2 3,47.6 248,46.9 46,35.6 107,61.5 247,+0.39 18,2022-01-22
1322,45,Oklahoma St.,B12,1,0–1 0–1,87.4 231,75.9 12,.8348 45,39.3 245,42.9 54,22.7 203,30.2 11,28.2 129,32.3 180,21.4 207,32.7 148,40.4 228,42.9 68,22.2 233,28.6 87,16.1 271,42.9 195,69.9 83,-0.20 144,2022-01-22
1323,46,Creighton,BE,1,1–0 1–0,87.6 230,76.2 14,.8328 46,40.9 232,38.0 23,23.1 206,24.6 50,38.9 33,24.3 91,32.7 125,16.7 31,47.4 169,39.0 38,17.6 255,23.1 44,30.9 218,24.1 18,63.4 221,+0.19 46,2022-01-22
1324,54,Georgetown,BE,1,0–1 0–1,126.7 15,112.1 204,.8037 54,51.8 120,61.6 248,19.9 165,15.3 200,33.3 74,38.5 240,30.4 142,28.6 122,53.1 95,63.6 253,33.3 137,39.1 183,42.9 78,41.1 175,70.5 70,-0.38 152,2022-01-22
1325,55,Kansas,B12,1,1–0 1–0,121.2 30,107.4 172,.8021 55,48.3 160,54.2 186,16.6 102,9.0 268,52.9 2,20.6 56,50.8 32,30.5 134,55.3 81,51.5 159,23.8 225,38.5 175,35.6 164,44.1 208,67.1 148,+0.6 8,2022-01-22
1326,56,Minnesota,B10,1,1–0 1–0,130.5 9,115.6 218,.8013 56,67.7 9,57.4 217,27.4 250,20.1 108,43.5 14,41.4 257,8.3 267,5.6 2,54.2 87,48.1 112,54.2 8,44.4 227,50.0 28,50.0 242,56.5 269,+0.27 32,2022-01-22
1327,57,Texas A&M,SEC,1,0–1 0–1,103.5 128,91.8 59,.7989 57,43.5 211,43.0 58,24.1 216,20.3 106,30.0 111,31.7 177,32.3 129,39.1 196,41.7 218,38.6 34,30.8 169,35.0 145,41.9 93,31.3 62,66.5 158,-0.25 145,2022-01-22
1328,59,Stanford,P12,1,1–0 1–0,119.8 34,106.7 165,.7918 59,47.0 177,58.5 223,24.7 226,22.0 81,37.8 38,24.1 88,82.0 2,15.3 23,32.3 265,70.6 269,47.4 28,28.0 83,38.0 131,42.4 187,72.7 41,+0.24 36,2022-01-22
1329,63,Villanova,BE,1,1–0 1–0,125.5 18,113.1 206,.7685 63,61.6 27,51.8 153,15.3 72,19.9 110,38.5 35,33.3 187,28.6 150,30.4 132,63.6 19,53.1 178,39.1 89,33.3 119,41.1 99,42.9 195,62.6 239,+0.26 33,2022-01-22
1330,88,Colorado,P12,1,0–1 0–1,105.0 116,99.1 105,.6601 88,56.8 65,48.3 112,31.9 269,16.7 172,34.8 70,30.6 167,38.6 81,31.0 139,55.2 82,43.2 75,40.0 75,42.9 215,34.1 189,24.1 18,67.6 137,-0.39 155,2022-01-22
1331,90,Virginia Tech,ACC,1,0–1 0–1,121.0 31,114.7 212,.6491 90,50.0 137,51.9 156,12.5 35,17.8 143,26.7 148,51.6 272,20.8 212,36.5 183,44.4 188,52.5 170,41.2 70,33.3 119,32.1 209,23.1 15,58.0 263,-0.6 171,2022-01-22
1332,92,DePaul,BE,1,0–1 0–1,88.0 227,83.4 26,.6480 92,38.0 250,40.9 42,24.6 225,23.1 69,24.3 184,38.9 242,16.7 242,32.7 148,39.0 236,47.4 103,23.1 228,17.6 20,24.1 256,30.9 55,65.1 194,-0.38 151,2022-01-22
1333,95,Louisville,ACC,1,0–1 0–1,123.8 24,117.9 236,.6358 95,55.9 76,78.6 273,11.4 22,17.9 141,25.0 167,5.0 2,10.2 264,14.3 20,47.4 169,61.5 242,47.6 25,65.2 272,35.6 164,46.9 228,63.2 227,-0.6 172,2022-01-22
1334,98,South Carolina,SEC,1,1–0 1–0,97.8 167,93.5 69,.6269 98,51.7 123,44.6 77,14.9 68,24.4 54,25.7 160,15.2 25,43.3 59,65.2 266,61.3 34,50.0 127,27.6 196,25.0 52,48.3 37,43.5 200,72.1 47,+0.09 84,2022-01-22
1335,103,Penn St.,B10,1,0–1 0–1,91.1 213,87.9 42,.6023 103,40.2 236,50.0 131,27.3 248,16.0 185,29.7 117,32.4 184,25.5 171,33.3 152,38.5 242,54.5 189,28.0 189,31.3 107,49.0 36,59.3 269,60.0 256,-0.18 142,2022-01-22
1336,107,Rutgers,B10,1,0–1 0–1,122.2 26,118.4 239,.5895 107,57.4 57,67.7 266,20.1 166,27.4 25,41.4 18,43.5 261,5.6 273,8.3 7,48.1 162,54.2 188,44.4 47,54.2 267,50.0 28,50.0 242,56.4 270,-0.6 170,2022-01-22
1337,112,St. John's,BE,1,0–1 0–1,87.0 233,84.8 31,.5732 112,32.7 270,36.8 17,11.9 28,22.5 77,28.6 123,42.6 260,22.7 197,30.9 136,30.4 271,34.5 16,26.3 205,30.8 102,25.3 248,19.1 9,75.0 18,-0.7 189,2022-01-22
1338,114,Oklahoma,B12,1,0–1 0–1,86.8 234,84.7 30,.5712 114,51.1 125,48.1 108,37.7 273,25.6 39,33.3 74,33.3 187,22.7 197,36.5 183,57.7 60,50.0 127,27.8 193,30.0 97,40.9 102,38.5 148,66.0 170,-0.32 149,2022-01-22
1339,116,LSU,SEC,1,0–1 0–1,93.1 207,90.8 53,.5697 116,42.6 223,52.9 167,21.9 189,21.9 84,24.2 185,27.3 134,13.0 258,35.3 171,48.6 157,52.2 164,21.1 241,35.7 151,35.2 173,54.9 258,63.8 212,-0.14 141,2022-01-22
1340,119,Arizona St.,P12,1,0–1 0–1,108.8 89,106.5 161,.5611 119,58.5 51,47.0 97,22.0 192,24.7 49,24.1 187,37.8 236,15.3 252,82.0 273,70.6 5,32.3 10,28.0 189,47.4 246,42.4 87,38.0 140,74.1 27,-0.6 174,2022-01-22
1341,124,Alabama,SEC,1,1–0 1–0,126.3 17,124.7 261,.5357 124,50.8 132,56.2 200,16.9 105,16.9 168,59.0 1,40.0 247,45.3 50,7.7 5,51.4 117,48.8 121,33.3 137,45.8 239,42.2 91,36.9 128,66.5 158,+0.12 72,2022-01-22
1342,133,Georgia,SEC,1,0–1 0–1,106.1 107,106.3 160,.4956 133,44.6 198,51.7 151,24.4 219,14.9 206,15.2 250,25.7 114,65.2 9,43.3 216,50.0 128,61.3 239,25.0 214,27.6 79,43.5 75,48.3 237,70.2 77,-0.6 169,2022-01-22
1343,146,Syracuse,ACC,1,0–1 0–1,93.3 205,94.6 77,.4611 146,39.0 246,58.7 225,14.6 61,21.9 84,31.9 96,39.4 243,17.6 233,11.1 13,48.7 155,61.5 242,17.2 257,37.8 168,42.6 81,58.7 268,68.2 120,-0.14 140,2022-01-22
1344,148,North Carolina,ACC,1,0–1 0–1,107.6 94,109.5 188,.4484 148,37.0 257,62.7 253,13.8 51,10.1 262,39.7 29,10.0 8,28.4 154,54.2 249,39.6 233,66.7 262,21.4 238,38.5 175,34.6 182,44.1 208,75.9 12,-0.31 148,2022-01-22
1345,153,Mississippi,SEC,1,0–1 0–1,107.1 98,109.8 191,.4285 153,57.4 57,60.4 235,25.0 228,17.2 159,12.5 258,30.8 168,17.0 237,32.1 144,55.6 78,65.7 261,40.0 75,33.3 119,42.6 81,34.0 83,65.6 181,-0.40 158,2022-01-22
1346,185,Utah,P12,1,0–1 0–1,102.7 134,110.6 193,.3000 185,43.4 213,58.8 226,14.6 61,19.0 127,23.1 196,35.3 211,24.6 180,35.1 167,34.2 260,54.1 186,39.1 89,45.0 229,37.7 138,35.1 100,69.3 94,-0.7 187,2022-01-22
1347,201,Virginia,ACC,1,0–1 0–1,113.9 59,126.9 263,.2237 201,50.9 130,72.0 270,18.0 135,16.2 180,42.4 16,30.0 159,16.4 245,12.0 14,34.2 260,64.3 257,58.8 5,54.5 268,30.9 218,44.0 204,55.6 273,-0.6 177,2022-01-22
1348,207,Iowa St.,B12,1,0–1 0–1,76.2 260,85.4 34,.2113 207,33.6 265,52.9 167,17.0 108,23.2 68,15.0 251,18.5 45,18.2 231,15.7 26,48.3 161,58.3 218,11.5 265,26.7 72,47.3 45,29.4 49,66.0 170,-0.6 168,2022-01-22
1349,227,Miami FL,ACC,1,0–1 0–1,88.2 226,102.0 127,.1580 227,43.5 211,51.0 146,15.7 80,26.6 33,22.2 201,36.7 227,31.5 133,23.1 80,44.8 186,55.0 192,28.0 189,25.0 52,46.3 50,23.1 15,63.3 225,-0.8 210,2022-01-22
1350,239,Vanderbilt,SEC,1,0–1 0–1,79.3 254,94.9 80,.1118 239,33.3 267,45.8 86,20.7 173,13.8 222,27.8 136,40.0 247,51.1 30,21.7 70,40.9 223,58.3 218,17.4 256,25.0 52,51.1 24,60.0 270,59.5 258,-0.39 156,2022-01-22
1351,244,Pittsburgh,ACC,1,0–1 0–1,86.5 235,105.2 151,.0960 244,40.6 234,60.9 240,31.9 269,14.3 216,32.4 90,18.5 45,27.1 163,56.5 254,36.0 255,47.6 109,30.4 174,48.0 253,47.9 42,54.3 256,63.5 219,-0.44 159,2022-01-22
